"Year Month","State","Countym","Industry","Suspicious Activity","Count"
"2021 September","Tennessee","Coffee County, TN","Depository Institution","Transaction(s) Below BSA Recordkeeping Threshold","3"
"2021 September","Tennessee","Coffee County, TN","Depository Institution","Transaction(s) Below CTR Threshold","6"
"2021 September","Tennessee","Coffee County, TN","Depository Institution","Two or More Individuals Working Together","1"
"2021 September","Tennessee","Coffee County, TN","Depository Institution","[Total]","64"
"2021 September","Tennessee","Crockett County, TN","Depository Institution","Transaction Out of Pattern for Customer(s)","1"
"2021 September","Tennessee","Crockett County, TN","Depository Institution","Transaction with No Apparent Economic, Business, or Lawful Purpose","1"
"2021 September","Tennessee","Crockett County, TN","Depository Institution","Transaction(s) Below CTR Threshold","1"
"2021 September","Tennessee","Crockett County, TN","Depository Institution","[Total]","3"
"2021 September","Tennessee","Cumberland County, TN","Depository Institution","ACH","1"
"2021 September","Tennessee","Cumberland County, TN","Depository Institution","Advance Fee","1"
"2021 September","Tennessee","Cumberland County, TN","Depository Institution","Check","2"
"2021 September","Tennessee","Cumberland County, TN","Depository Institution","Counterfeit Instrument","1"
"2021 September","Tennessee","Cumberland County, TN","Depository Institution","Other Fraud (Type)","1"
"2021 September","Tennessee","Cumberland County, TN","Depository Institution","Other Money Laundering","1"
"2021 September","Tennessee","Cumberland County, TN","Depository Institution","Suspicion Concerning the Source of Funds","3"
"2021 September","Tennessee","Cumberland County, TN","Depository Institution","Suspicious EFT/Wire Transfers","4"
"2021 September","Tennessee","Cumberland County, TN","Depository Institution","Suspicious Receipt of Government Payments/Benefits","1"
"2021 September","Tennessee","Cumberland County, TN","Depository Institution","Suspicious Use of Noncash Monetary Instruments","1"
"2021 September","Tennessee","Cumberland County, TN","Depository Institution","Transaction Out of Pattern for Customer(s)","2"
"2021 September","Tennessee","Cumberland County, TN","Depository Institution","Transaction with No Apparent Economic, Business, or Lawful Purpose","3"
"2021 September","Tennessee","Cumberland County, TN","Depository Institution","Transaction(s) Below CTR Threshold","12"
"2021 September","Tennessee","Cumberland County, TN","Depository Institution","Two or More Individuals Working Together","1"
"2021 September","Tennessee","Cumberland County, TN","Depository Institution","[Total]","34"
"2021 September","Tennessee","Davidson County, TN","Depository Institution","Account Takeover","2"
"2021 September","Tennessee","Davidson County, TN","Depository Institution","ACH","25"
"2021 September","Tennessee","Davidson County, TN","Depository Institution","Advance Fee","1"
"2021 September","Tennessee","Davidson County, TN","Depository Institution","Against Financial Institution Customer(s)","2"
"2021 September","Tennessee","Davidson County, TN","Depository Institution","Against Financial Institution(s)","2"
"2021 September","Tennessee","Davidson County, TN","Depository Institution","Alters or Cancels Transaction to Avoid CTR Requirement","4"
"2021 September","Tennessee","Davidson County, TN","Depository Institution","Business Loan","3"
"2021 September","Tennessee","Davidson County, TN","Depository Institution","Check","78"
"2021 September","Tennessee","Davidson County, TN","Depository Institution","Consumer Loan (see instructions)","2"
"2021 September","Tennessee","Davidson County, TN","Depository Institution","Counterfeit Instrument","39"
"2021 September","Tennessee","Davidson County, TN","Depository Institution","Credit/Debit Card","14"
"2021 September","Tennessee","Davidson County, TN","Depository Institution","Elder Financial Exploitation","10"
"2021 September","Tennessee","Davidson County, TN","Depository Institution","Embezzlement/Theft/Disappearance of Funds","2"
"2021 September","Tennessee","Davidson County, TN","Depository Institution","Exchanges Small Bills for Large Bills or Vice Versa","4"
"2021 September","Tennessee","Davidson County, TN","Depository Institution","Forgeries","4"
"2021 September","Tennessee","Davidson County, TN","Depository Institution","Funnel Account","8"
"2021 September","Tennessee","Davidson County, TN","Depository Institution","Identity Theft","14"
"2021 September","Tennessee","Davidson County, TN","Depository Institution","Little or No Concern for Product Performance Penalites, Fees, or Tax Consequences","3"
"2021 September","Tennessee","Davidson County, TN","Depository Institution","Mass-Marketing","5"
"2021 September","Tennessee","Davidson County, TN","Depository Institution","Minimal Gaming with Large Transactions","1"
"2021 September","Tennessee","Davidson County, TN","Depository Institution","Multiple Individuals with Same or Similar Identities","2"
"2021 September","Tennessee","Davidson County, TN","Depository Institution","Other Cyber Event","2"
"2021 September","Tennessee","Davidson County, TN","Depository Institution","Other Fraud (Type)","42"
"2021 September","Tennessee","Davidson County, TN","Depository Institution","Other Money Laundering","25"
"2021 September","Tennessee","Davidson County, TN","Depository Institution","Other Other Suspicious Activities","23"
"2021 September","Tennessee","Davidson County, TN","Depository Institution","Provided Questionable or False Documentation","2"
"2021 September","Tennessee","Davidson County, TN","Depository Institution","Provided Questionable or False Identification","1"
"2021 September","Tennessee","Davidson County, TN","Depository Institution","Suspicion Concerning the Physical Condition of Funds","3"
"2021 September","Tennessee","Davidson County, TN","Depository Institution","Suspicion Concerning the Source of Funds","109"
"2021 September","Tennessee","Davidson County, TN","Depository Institution","Suspicious EFT/Wire Transfers","89"
"2021 September","Tennessee","Davidson County, TN","Depository Institution","Suspicious Inquiry by Customer Regarding Bsa Reporting or Recordkeeping Requirements","1"
"2021 September","Tennessee","Davidson County, TN","Depository Institution","Suspicious Receipt of Government Payments/Benefits","20"
"2021 September","Tennessee","Davidson County, TN","Depository Institution","Suspicious Use of Multiple Accounts","35"
"2021 September","Tennessee","Davidson County, TN","Depository Institution","Suspicious use of multiple transaction locations","88"
"2021 September","Tennessee","Davidson County, TN","Depository Institution","Suspicious Use of Noncash Monetary Instruments","32"
"2021 September","Tennessee","Davidson County, TN","Depository Institution","Transaction Out of Pattern for Customer(s)","83"
"2021 September","Tennessee","Davidson County, TN","Depository Institution","Transaction with No Apparent Economic, Business, or Lawful Purpose","64"
"2021 September","Tennessee","Davidson County, TN","Depository Institution","Transaction(s) Below BSA Recordkeeping Threshold","2"
"2021 September","Tennessee","Davidson County, TN","Depository Institution","Transaction(s) Below CTR Threshold","89"
"2021 September","Tennessee","Davidson County, TN","Depository Institution","Transaction(s) Involving Foreign High Risk Jurisdiction","9"
"2021 September","Tennessee","Davidson County, TN","Depository Institution","Two or More Individuals Working Together","23"
"2021 September","Tennessee","Davidson County, TN","Depository Institution","Unlicensed or Unregistered MSB","2"
"2021 September","Tennessee","Davidson County, TN","Depository Institution","Wire","16"
"2021 September","Tennessee","Davidson County, TN","Depository Institution","[Total]","985"
"2021 September","Tennessee","Decatur County, TN","Depository Institution","ACH","1"
"2021 September","Tennessee","Decatur County, TN","Depository Institution","Check","1"
"2021 September","Tennessee","Decatur County, TN","Depository Institution","Little or No Concern for Product Performance Penalites, Fees, or Tax Consequences","1"
"2021 September","Tennessee","Decatur County, TN","Depository Institution","Other Other Suspicious Activities","1"
"2021 September","Tennessee","Decatur County, TN","Depository Institution","[Total]","4"
"2021 September","Tennessee","DeKalb County, TN","Depository Institution","Account Takeover","1"
"2021 September","Tennessee","DeKalb County, TN","Depository Institution","ACH","1"
"2021 September","Tennessee","DeKalb County, TN","Depository Institution","Check","1"
"2021 September","Tennessee","DeKalb County, TN","Depository Institution","Counterfeit Instrument","1"
"2021 September","Tennessee","DeKalb County, TN","Depository Institution","Little or No Concern for Product Performance Penalites, Fees, or Tax Consequences","1"
"2021 September","Tennessee","DeKalb County, TN","Depository Institution","Mail","1"
"2021 September","Tennessee","DeKalb County, TN","Depository Institution","Other Fraud (Type)","1"
"2021 September","Tennessee","DeKalb County, TN","Depository Institution","Other Other Suspicious Activities","1"
"2021 September","Tennessee","DeKalb County, TN","Depository Institution","Suspicion Concerning the Source of Funds","4"
"2021 September","Tennessee","DeKalb County, TN","Depository Institution","Suspicious EFT/Wire Transfers","3"
"2021 September","Tennessee","DeKalb County, TN","Depository Institution","Suspicious Use of Multiple Accounts","1"
"2021 September","Tennessee","DeKalb County, TN","Depository Institution","Suspicious Use of Noncash Monetary Instruments","1"
"2021 September","Tennessee","DeKalb County, TN","Depository Institution","Transaction Out of Pattern for Customer(s)","7"
"2021 September","Tennessee","DeKalb County, TN","Depository Institution","Transaction with No Apparent Economic, Business, or Lawful Purpose","7"
"2021 September","Tennessee","DeKalb County, TN","Depository Institution","Transaction(s) Below CTR Threshold","3"
"2021 September","Tennessee","DeKalb County, TN","Depository Institution","Two or More Individuals Working Together","1"
"2021 September","Tennessee","DeKalb County, TN","Depository Institution","[Total]","35"
"2021 September","Tennessee","Dickson County, TN","Depository Institution","ACH","2"
"2021 September","Tennessee","Dickson County, TN","Depository Institution","Check","2"
"2021 September","Tennessee","Dickson County, TN","Depository Institution","Counterfeit Instrument","1"
"2021 September","Tennessee","Dickson County, TN","Depository Institution","Other Fraud (Type)","2"
"2021 September","Tennessee","Dickson County, TN","Depository Institution","Other Money Laundering","3"
"2021 September","Tennessee","Dickson County, TN","Depository Institution","Suspicion Concerning the Source of Funds","2"
"2021 September","Tennessee","Dickson County, TN","Depository Institution","Suspicious EFT/Wire Transfers","3"
"2021 September","Tennessee","Dickson County, TN","Depository Institution","Suspicious Receipt of Government Payments/Benefits","2"
"2021 September","Tennessee","Dickson County, TN","Depository Institution","Transaction(s) Below CTR Threshold","2"
"2021 September","Tennessee","Dickson County, TN","Depository Institution","[Total]","19"
"2021 September","Tennessee","Dyer County, TN","Depository Institution","ACH","1"
"2021 September","Tennessee","Dyer County, TN","Depository Institution","Check","2"
"2021 September","Tennessee","Dyer County, TN","Depository Institution","Elder Financial Exploitation","1"
"2021 September","Tennessee","Dyer County, TN","Depository Institution","Forgeries","1"
"2021 September","Tennessee","Dyer County, TN","Depository Institution","Funnel Account","1"
"2021 September","Tennessee","Dyer County, TN","Depository Institution","Other Fraud (Type)","2"
"2021 September","Tennessee","Dyer County, TN","Depository Institution","Other Money Laundering","1"
"2021 September","Tennessee","Dyer County, TN","Depository Institution","Suspicion Concerning the Source of Funds","1"
"2021 September","Tennessee","Dyer County, TN","Depository Institution","Suspicious EFT/Wire Transfers","1"
"2021 September","Tennessee","Dyer County, TN","Depository Institution","Suspicious Receipt of Government Payments/Benefits","1"
"2021 September","Tennessee","Dyer County, TN","Depository Institution","Suspicious Use of Multiple Accounts","1"
"2021 September","Tennessee","Dyer County, TN","Depository Institution","Suspicious use of multiple transaction locations","1"
"2021 September","Tennessee","Dyer County, TN","Depository Institution","Suspicious Use of Noncash Monetary Instruments","1"
"2021 September","Tennessee","Dyer County, TN","Depository Institution","Transaction Out of Pattern for Customer(s)","1"
"2021 September","Tennessee","Dyer County, TN","Depository Institution","Transaction with No Apparent Economic, Business, or Lawful Purpose","1"
"2021 September","Tennessee","Dyer County, TN","Depository Institution","Transaction(s) Below CTR Threshold","2"
"2021 September","Tennessee","Dyer County, TN","Depository Institution","Two or More Individuals Working Together","1"
"2021 September","Tennessee","Dyer County, TN","Depository Institution","[Total]","20"
"2021 September","Tennessee","Fayette County, TN","Depository Institution","ACH","1"
"2021 September","Tennessee","Fayette County, TN","Depository Institution","Business Loan","1"
"2021 September","Tennessee","Fayette County, TN","Depository Institution","Little or No Concern for Product Performance Penalites, Fees, or Tax Consequences","1"
"2021 September","Tennessee","Fayette County, TN","Depository Institution","Other Fraud (Type)","1"
"2021 September","Tennessee","Fayette County, TN","Depository Institution","Other Other Suspicious Activities","2"
"2021 September","Tennessee","Fayette County, TN","Depository Institution","Suspicion Concerning the Source of Funds","2"
"2021 September","Tennessee","Fayette County, TN","Depository Institution","Suspicious Receipt of Government Payments/Benefits","1"
"2021 September","Tennessee","Fayette County, TN","Depository Institution","Transaction Out of Pattern for Customer(s)","3"
"2021 September","Tennessee","Fayette County, TN","Depository Institution","Transaction with No Apparent Economic, Business, or Lawful Purpose","2"
"2021 September","Tennessee","Fayette County, TN","Depository Institution","Transaction(s) Below CTR Threshold","3"
"2021 September","Tennessee","Fayette County, TN","Depository Institution","[Total]","17"
"2021 September","Tennessee","Fentress County, TN","Depository Institution","Other Other Suspicious Activities","1"
"2021 September","Tennessee","Fentress County, TN","Depository Institution","Refused or Avoided Request for Documentation","1"
"2021 September","Tennessee","Fentress County, TN","Depository Institution","Suspicion Concerning the Source of Funds","1"
"2021 September","Tennessee","Fentress County, TN","Depository Institution","Suspicious EFT/Wire Transfers","1"
"2021 September","Tennessee","Fentress County, TN","Depository Institution","Suspicious Use of Noncash Monetary Instruments","3"
"2021 September","Tennessee","Fentress County, TN","Depository Institution","Transaction Out of Pattern for Customer(s)","7"
"2021 September","Tennessee","Fentress County, TN","Depository Institution","Transaction(s) Below BSA Recordkeeping Threshold","2"
"2021 September","Tennessee","Fentress County, TN","Depository Institution","Transaction(s) Below CTR Threshold","18"
"2021 September","Tennessee","Fentress County, TN","Depository Institution","[Total]","34"
"2021 September","Tennessee","Franklin County, TN","Depository Institution","ACH","1"
"2021 September","Tennessee","Franklin County, TN","Depository Institution","Check","2"
"2021 September","Tennessee","Franklin County, TN","Depository Institution","Counterfeit Instrument","1"
"2021 September","Tennessee","Franklin County, TN","Depository Institution","Other Money Laundering","5"
"2021 September","Tennessee","Franklin County, TN","Depository Institution","Suspicion Concerning the Source of Funds","3"
"2021 September","Tennessee","Franklin County, TN","Depository Institution","Suspicious EFT/Wire Transfers","3"
"2021 September","Tennessee","Franklin County, TN","Depository Institution","Transaction Out of Pattern for Customer(s)","4"
"2021 September","Tennessee","Franklin County, TN","Depository Institution","Transaction with No Apparent Economic, Business, or Lawful Purpose","1"
"2021 September","Tennessee","Franklin County, TN","Depository Institution","Transaction(s) Below CTR Threshold","7"
"2021 September","Tennessee","Franklin County, TN","Depository Institution","Wire","1"
"2021 September","Tennessee","Franklin County, TN","Depository Institution","[Total]","28"
"2021 September","Tennessee","Gibson County, TN","Depository Institution","ACH","3"
"2021 September","Tennessee","Gibson County, TN","Depository Institution","Check","2"
"2021 September","Tennessee","Gibson County, TN","Depository Institution","Other Fraud (Type)","2"
"2021 September","Tennessee","Gibson County, TN","Depository Institution","Other Money Laundering","3"
"2021 September","Tennessee","Gibson County, TN","Depository Institution","Other Other Suspicious Activities","1"
"2021 September","Tennessee","Gibson County, TN","Depository Institution","Suspicion Concerning the Source of Funds","6"
"2021 September","Tennessee","Gibson County, TN","Depository Institution","Suspicious EFT/Wire Transfers","1"
"2021 September","Tennessee","Gibson County, TN","Depository Institution","Suspicious Receipt of Government Payments/Benefits","2"
"2021 September","Tennessee","Gibson County, TN","Depository Institution","Suspicious Use of Multiple Accounts","1"
"2021 September","Tennessee","Gibson County, TN","Depository Institution","Transaction Out of Pattern for Customer(s)","4"
"2021 September","Tennessee","Gibson County, TN","Depository Institution","Transaction with No Apparent Economic, Business, or Lawful Purpose","5"
"2021 September","Tennessee","Gibson County, TN","Depository Institution","Transaction(s) Below CTR Threshold","5"
"2021 September","Tennessee","Gibson County, TN","Depository Institution","[Total]","35"
"2021 September","Tennessee","Giles County, TN","Depository Institution","Suspicious use of multiple transaction locations","1"
"2021 September","Tennessee","Giles County, TN","Depository Institution","Suspicious Use of Noncash Monetary Instruments","1"
"2021 September","Tennessee","Giles County, TN","Depository Institution","Transaction with No Apparent Economic, Business, or Lawful Purpose","1"
"2021 September","Tennessee","Giles County, TN","Depository Institution","Transaction(s) Below CTR Threshold","2"
"2021 September","Tennessee","Giles County, TN","Depository Institution","[Total]","5"
"2021 September","Tennessee","Grainger County, TN","Depository Institution","Other Other Suspicious Activities","2"
"2021 September","Tennessee","Grainger County, TN","Depository Institution","Suspicious Inquiry by Customer Regarding Bsa Reporting or Recordkeeping Requirements","1"
"2021 September","Tennessee","Grainger County, TN","Depository Institution","Transaction(s) Below CTR Threshold","1"
"2021 September","Tennessee","Grainger County, TN","Depository Institution","[Total]","4"
"2021 September","Tennessee","Greene County, TN","Depository Institution","Check","1"
"2021 September","Tennessee","Greene County, TN","Depository Institution","Counterfeit Instrument","1"
"2021 September","Tennessee","Greene County, TN","Depository Institution","Forgeries","1"
"2021 September","Tennessee","Greene County, TN","Depository Institution","Mail","1"
"2021 September","Tennessee","Greene County, TN","Depository Institution","Other Other Suspicious Activities","1"
"2021 September","Tennessee","Greene County, TN","Depository Institution","Suspicion Concerning the Source of Funds","1"
"2021 September","Tennessee","Greene County, TN","Depository Institution","Suspicious Inquiry by Customer Regarding Bsa Reporting or Recordkeeping Requirements","1"
"2021 September","Tennessee","Greene County, TN","Depository Institution","Transaction Out of Pattern for Customer(s)","3"
"2021 September","Tennessee","Greene County, TN","Depository Institution","Transaction with No Apparent Economic, Business, or Lawful Purpose","2"
"2021 September","Tennessee","Greene County, TN","Depository Institution","Transaction(s) Below CTR Threshold","13"
"2021 September","Tennessee","Greene County, TN","Depository Institution","[Total]","25"
"2021 September","Tennessee","Grundy County, TN","Depository Institution","Other Other Suspicious Activities","1"
"2021 September","Tennessee","Grundy County, TN","Depository Institution","Suspicion Concerning the Source of Funds","6"
"2021 September","Tennessee","Grundy County, TN","Depository Institution","Transaction Out of Pattern for Customer(s)","8"
"2021 September","Tennessee","Grundy County, TN","Depository Institution","Transaction(s) Below CTR Threshold","6"
"2021 September","Tennessee","Grundy County, TN","Depository Institution","[Total]","21"
"2021 September","Tennessee","Hamblen County, TN","Depository Institution","Alters or Cancels Transaction to Avoid CTR Requirement","1"
"2021 September","Tennessee","Hamblen County, TN","Depository Institution","Check","1"
"2021 September","Tennessee","Hamblen County, TN","Depository Institution","Multiple Individuals with Same or Similar Identities","1"
"2021 September","Tennessee","Hamblen County, TN","Depository Institution","Other Money Laundering","1"
"2021 September","Tennessee","Hamblen County, TN","Depository Institution","Suspicion Concerning the Source of Funds","8"
"2021 September","Tennessee","Hamblen County, TN","Depository Institution","Suspicious EFT/Wire Transfers","3"
"2021 September","Tennessee","Hamblen County, TN","Depository Institution","Suspicious Use of Multiple Accounts","1"
"2021 September","Tennessee","Hamblen County, TN","Depository Institution","Suspicious use of multiple transaction locations","2"
"2021 September","Tennessee","Hamblen County, TN","Depository Institution","Suspicious Use of Noncash Monetary Instruments","1"
"2021 September","Tennessee","Hamblen County, TN","Depository Institution","Transaction Out of Pattern for Customer(s)","6"
"2021 September","Tennessee","Hamblen County, TN","Depository Institution","Transaction with No Apparent Economic, Business, or Lawful Purpose","3"
"2021 September","Tennessee","Hamblen County, TN","Depository Institution","Transaction(s) Below CTR Threshold","5"
"2021 September","Tennessee","Hamblen County, TN","Depository Institution","[Total]","33"
"2021 September","Tennessee","Hamilton County, TN","Depository Institution","ACH","5"
"2021 September","Tennessee","Hamilton County, TN","Depository Institution","Alters or Cancels Transaction to Avoid CTR Requirement","2"
"2021 September","Tennessee","Hamilton County, TN","Depository Institution","Check","19"
"2021 September","Tennessee","Hamilton County, TN","Depository Institution","Counterfeit Instrument","8"
"2021 September","Tennessee","Hamilton County, TN","Depository Institution","Elder Financial Exploitation","1"
"2021 September","Tennessee","Hamilton County, TN","Depository Institution","Forgeries","2"
"2021 September","Tennessee","Hamilton County, TN","Depository Institution","Little or No Concern for Product Performance Penalites, Fees, or Tax Consequences","2"
"2021 September","Tennessee","Hamilton County, TN","Depository Institution","Mail","3"
"2021 September","Tennessee","Hamilton County, TN","Depository Institution","Other Fraud (Type)","11"
"2021 September","Tennessee","Hamilton County, TN","Depository Institution","Other Money Laundering","10"
"2021 September","Tennessee","Hamilton County, TN","Depository Institution","Other Other Suspicious Activities","4"
"2021 September","Tennessee","Hamilton County, TN","Depository Institution","Ponzi Scheme","1"
"2021 September","Tennessee","Hamilton County, TN","Depository Institution","Provided Questionable or False Identification","1"
"2021 September","Tennessee","Hamilton County, TN","Depository Institution","Suspicion Concerning the Source of Funds","24"
"2021 September","Tennessee","Hamilton County, TN","Depository Institution","Suspicious EFT/Wire Transfers","10"
"2021 September","Tennessee","Hamilton County, TN","Depository Institution","Suspicious Receipt of Government Payments/Benefits","8"
"2021 September","Tennessee","Hamilton County, TN","Depository Institution","Suspicious Use of Multiple Accounts","6"
"2021 September","Tennessee","Hamilton County, TN","Depository Institution","Suspicious use of multiple transaction locations","16"
"2021 September","Tennessee","Hamilton County, TN","Depository Institution","Suspicious Use of Noncash Monetary Instruments","7"
"2021 September","Tennessee","Hamilton County, TN","Depository Institution","Trade Based Money Laundering/Black Market Peso Exchange","1"
"2021 September","Tennessee","Hamilton County, TN","Depository Institution","Transaction Out of Pattern for Customer(s)","20"
"2021 September","Tennessee","Hamilton County, TN","Depository Institution","Transaction with No Apparent Economic, Business, or Lawful Purpose","12"
"2021 September","Tennessee","Hamilton County, TN","Depository Institution","Transaction(s) Below BSA Recordkeeping Threshold","1"
"2021 September","Tennessee","Hamilton County, TN","Depository Institution","Transaction(s) Below CTR Threshold","35"
"2021 September","Tennessee","Hamilton County, TN","Depository Institution","Transaction(s) Involving Foreign High Risk Jurisdiction","4"
"2021 September","Tennessee","Hamilton County, TN","Depository Institution","Two or More Individuals Working Together","8"
"2021 September","Tennessee","Hamilton County, TN","Depository Institution","Unlicensed or Unregistered MSB","2"
"2021 September","Tennessee","Hamilton County, TN","Depository Institution","Wire","2"
"2021 September","Tennessee","Hamilton County, TN","Depository Institution","[Total]","225"
"2021 September","Tennessee","Hancock County, TN","Depository Institution","Other Money Laundering","1"
"2021 September","Tennessee","Hancock County, TN","Depository Institution","Transaction with No Apparent Economic, Business, or Lawful Purpose","1"
"2021 September","Tennessee","Hancock County, TN","Depository Institution","Transaction(s) Below CTR Threshold","2"
"2021 September","Tennessee","Hancock County, TN","Depository Institution","[Total]","4"
"2021 September","Tennessee","Hardeman County, TN","Depository Institution","Other Other Suspicious Activities","2"
"2021 September","Tennessee","Hardeman County, TN","Depository Institution","Suspicion Concerning the Source of Funds","2"
"2021 September","Tennessee","Hardeman County, TN","Depository Institution","Transaction Out of Pattern for Customer(s)","3"
"2021 September","Tennessee","Hardeman County, TN","Depository Institution","Transaction with No Apparent Economic, Business, or Lawful Purpose","1"
"2021 September","Tennessee","Hardeman County, TN","Depository Institution","Transaction(s) Below CTR Threshold","3"
"2021 September","Tennessee","Hardeman County, TN","Depository Institution","Wire","1"
"2021 September","Tennessee","Hardeman County, TN","Depository Institution","[Total]","12"
"2021 September","Tennessee","Hardin County, TN","Depository Institution","Check","1"
"2021 September","Tennessee","Hardin County, TN","Depository Institution","Identity Theft","1"
"2021 September","Tennessee","Hardin County, TN","Depository Institution","Other Other Suspicious Activities","1"
"2021 September","Tennessee","Hardin County, TN","Depository Institution","Transaction with No Apparent Economic, Business, or Lawful Purpose","2"
"2021 September","Tennessee","Hardin County, TN","Depository Institution","Transaction(s) Below CTR Threshold","4"
"2021 September","Tennessee","Hardin County, TN","Depository Institution","Wire","1"
"2021 September","Tennessee","Hardin County, TN","Depository Institution","[Total]","10"
"2021 September","Tennessee","Hawkins County, TN","Depository Institution","ACH","1"
"2021 September","Tennessee","Hawkins County, TN","Depository Institution","Credit/Debit Card","1"
"2021 September","Tennessee","Hawkins County, TN","Depository Institution","Other Other Suspicious Activities","1"
"2021 September","Tennessee","Hawkins County, TN","Depository Institution","Suspicion Concerning the Source of Funds","1"
"2021 September","Tennessee","Hawkins County, TN","Depository Institution","Suspicious Inquiry by Customer Regarding Bsa Reporting or Recordkeeping Requirements","1"
"2021 September","Tennessee","Hawkins County, TN","Depository Institution","Transaction Out of Pattern for Customer(s)","2"
"2021 September","Tennessee","Hawkins County, TN","Depository Institution","Transaction with No Apparent Economic, Business, or Lawful Purpose","3"
"2021 September","Tennessee","Hawkins County, TN","Depository Institution","Transaction(s) Below BSA Recordkeeping Threshold","1"
"2021 September","Tennessee","Hawkins County, TN","Depository Institution","Transaction(s) Below CTR Threshold","9"
"2021 September","Tennessee","Hawkins County, TN","Depository Institution","[Total]","20"
"2021 September","Tennessee","Haywood County, TN","Depository Institution","Alters or Cancels Transaction to Avoid CTR Requirement","1"
"2021 September","Tennessee","Haywood County, TN","Depository Institution","Check","1"
"2021 September","Tennessee","Haywood County, TN","Depository Institution","Other Money Laundering","1"
"2021 September","Tennessee","Haywood County, TN","Depository Institution","Suspicion Concerning the Source of Funds","3"
"2021 September","Tennessee","Haywood County, TN","Depository Institution","Suspicious Inquiry by Customer Regarding Bsa Reporting or Recordkeeping Requirements","1"
"2021 September","Tennessee","Haywood County, TN","Depository Institution","Suspicious Use of Noncash Monetary Instruments","1"
"2021 September","Tennessee","Haywood County, TN","Depository Institution","Transaction Out of Pattern for Customer(s)","1"
"2021 September","Tennessee","Haywood County, TN","Depository Institution","Transaction with No Apparent Economic, Business, or Lawful Purpose","2"
"2021 September","Tennessee","Haywood County, TN","Depository Institution","Transaction(s) Below CTR Threshold","3"
"2021 September","Tennessee","Haywood County, TN","Depository Institution","[Total]","14"
"2021 September","Tennessee","Henderson County, TN","Depository Institution","Check","1"
"2021 September","Tennessee","Henderson County, TN","Depository Institution","Counterfeit Instrument","1"
"2021 September","Tennessee","Henderson County, TN","Depository Institution","Elder Financial Exploitation","1"
"2021 September","Tennessee","Henderson County, TN","Depository Institution","Little or No Concern for Product Performance Penalites, Fees, or Tax Consequences","1"
"2021 September","Tennessee","Henderson County, TN","Depository Institution","Other Fraud (Type)","1"
"2021 September","Tennessee","Henderson County, TN","Depository Institution","Other Other Suspicious Activities","2"
"2021 September","Tennessee","Henderson County, TN","Depository Institution","Transaction(s) Below CTR Threshold","1"
"2021 September","Tennessee","Henderson County, TN","Depository Institution","[Total]","8"
"2021 September","Tennessee","Henry County, TN","Depository Institution","Check","1"
"2021 September","Tennessee","Henry County, TN","Depository Institution","Little or No Concern for Product Performance Penalites, Fees, or Tax Consequences","2"
"2021 September","Tennessee","Henry County, TN","Depository Institution","Other Money Laundering","2"
"2021 September","Tennessee","Henry County, TN","Depository Institution","Other Other Suspicious Activities","2"
"2021 September","Tennessee","Henry County, TN","Depository Institution","Suspicion Concerning the Source of Funds","2"
"2021 September","Tennessee","Henry County, TN","Depository Institution","Suspicious EFT/Wire Transfers","1"
"2021 September","Tennessee","Henry County, TN","Depository Institution","Suspicious Receipt of Government Payments/Benefits","1"
"2021 September","Tennessee","Henry County, TN","Depository Institution","Suspicious Use of Noncash Monetary Instruments","1"
"2021 September","Tennessee","Henry County, TN","Depository Institution","Transaction(s) Below CTR Threshold","3"
"2021 September","Tennessee","Henry County, TN","Depository Institution","[Total]","15"
"2021 September","Tennessee","Hickman County, TN","Depository Institution","Transaction(s) Below CTR Threshold","2"
"2021 September","Tennessee","Hickman County, TN","Depository Institution","[Total]","2"
"2021 September","Tennessee","Houston County, TN","Depository Institution","Transaction(s) Below CTR Threshold","3"
"2021 September","Tennessee","Houston County, TN","Depository Institution","[Total]","3"
"2021 September","Tennessee","Humphreys County, TN","Depository Institution","Check","1"
"2021 September","Tennessee","Humphreys County, TN","Depository Institution","Other Other Suspicious Activities","1"
"2021 September","Tennessee","Humphreys County, TN","Depository Institution","Suspicion Concerning the Source of Funds","1"
"2021 September","Tennessee","Humphreys County, TN","Depository Institution","Transaction with No Apparent Economic, Business, or Lawful Purpose","1"
"2021 September","Tennessee","Humphreys County, TN","Depository Institution","Transaction(s) Below CTR Threshold","1"
"2021 September","Tennessee","Humphreys County, TN","Depository Institution","[Total]","5"
"2021 September","Tennessee","Jackson County, TN","Depository Institution","ACH","2"
"2021 September","Tennessee","Jackson County, TN","Depository Institution","Check","3"
"2021 September","Tennessee","Jackson County, TN","Depository Institution","Counterfeit Instrument","1"
"2021 September","Tennessee","Jackson County, TN","Depository Institution","Elder Financial Exploitation","1"
"2021 September","Tennessee","Jackson County, TN","Depository Institution","Exchanges Small Bills for Large Bills or Vice Versa","1"
"2021 September","Tennessee","Jackson County, TN","Depository Institution","Mail","1"
"2021 September","Tennessee","Jackson County, TN","Depository Institution","Other Fraud (Type)","2"
"2021 September","Tennessee","Jackson County, TN","Depository Institution","Other Money Laundering","7"
"2021 September","Tennessee","Jackson County, TN","Depository Institution","Suspicion Concerning the Source of Funds","8"
"2021 September","Tennessee","Jackson County, TN","Depository Institution","Suspicious EFT/Wire Transfers","5"
"2021 September","Tennessee","Jackson County, TN","Depository Institution","Suspicious Use of Multiple Accounts","1"
